"atenolol oral","Tenormin","Weight gain"
"atenolol oral","Tenormin","I have been on the same treatment for many years.  One concern is slight depression. There have been articles saying something to that effect.  Falling asleep in the chair while watching TV is almost always a definate happening. My blood pressure seems to at times be high and other times quite low.  My Pulse is usually low.  Maybe it's time to find something else?"
"User Reviews & Ratings - atenolol oral","Tenormin","I started taking Atenolol 2005; 
It did a very good job at lowering my blood pressure.
After taking Atenolol (10mg) daily for approximately three years the side affects started.
I was unable to function at all three or four days a week.
The doctors where unable to determined what was causing my severe dizziness and lightheadedness.
This was after numerous X-Rays, Cat Scans and MRIs
After almost two years of suffering, I decided to quit all of my Vitamins and supplemental; I take about twenty a day.
As a last resort I found another Doctor and had him find another blood pressure medication.
Im now taking Amlodipine (10mg) daily.
It seems to be working somewhat, my BP is still much high.
After coming off the Atenolol over a thirty day period about 80% of the side affects are gone, thank the Lord for small favors.
Be very careful with all of the so called FDA approved blood pressure drugs.
I only wish a few more Medical Doctors would read some of reviews that real people write.  
"
"atenolol oral","Tenormin","Dizziness severe, drop in blood sugar levels."
"atenolol oral","Tenormin","What is the black box alert on this drug>"
"User Reviews & Ratings - atenolol oral","Tenormin","This medication worked exactly as my doctor intended."
"atenolol oral","Tenormin","Missed taking medication for only one day can cause difficult breathing and nausea"
"atenolol oral","Tenormin","I am 30 Years old and I have been taking this for over 2 years. I haven't had any complications other than my feet and hands get cold. I was on Avalide and it cause my heart to speed, muscle cramps and a list of other complications. The doctor switche me back to atenolol and my BP is controlled."
"atenolol oral","Tenormin","I have had no problems with 100 mg daily but suddenly my blood pressure is elevated and I cannot seem to get it down"
"User Reviews & Ratings - atenolol oral","Tenormin","my heart beats really fast . feels like it jumps out of ryhthm so I started taking half of a pill each dose. seemed to start beating  normal then.."
"atenolol oral","Tenormin","very shakey"
"atenolol oral","Tenormin","I was prescribed this mediction for migraine prevention approx. 2 weeks ago. Since taking the medication I have experienced numbness in my hands and feet. Today the hand numbness has spread up my arm to my shoulder blade, armpit and chest. Upon calling my physician, I was told to stop taking it immediately and to see the doctor tomorrow. As I cannot even hold a pen at this point, I would much rather have a migraine. AWFUL!! "
"User Reviews & Ratings - atenolol oral","Tenormin","I don't know if I took it last night, but I thought I was having a heart attact averted by heavy crying, now the evening on this possible attact I took my blood pressure before and an hour after taking Atenlol 50mg. the blood pressure didn't change. Should I take more?"
"atenolol oral","Tenormin","I have been on atenolol for about a year.  I can't sleep without a sleep aid and have been losing my hair.  My hands and feet are always cold and I feel tired all the time.  I was on Toprol XL and dr. switched me to atenolol because I was having nausea.  I have no desire for sex either."
"atenolol oral","Tenormin","has controlled my blood pressure!"
"atenolol oral","Tenormin","severe erectile disfunction"
"User Reviews & Ratings - atenolol oral","Tenormin","I have been taking atenolol for over two years. Two years ago I also had 5 stents inserted. I exercise in the gym at least 5 days a week for 60 to 90 minutes. There are however times I feel very light headed and at times quite dizzy (I do not feel light headed or dizzy when I am exercising). I very much enjoy the exercises and I do feel good. I am however rather concerned with the light headedness and giddiness. Could this be due to the atenolol. I am also on trandolapril 3 mg. daily. Any advice will be appreciated."
"atenolol oral","Tenormin","I was on Lisinopril for a few years with limited success.  Atenolol has been great for me."
"atenolol oral","Tenormin","Thank you to all who said they were loosing their hair.  I am taking a few different meds. so reading these reviews helped me to find the problem.  Atenolol works well for me I take it 3x a day @25mg, along with Rythmol sr 225mg also 3x a day.  Even though it works I can not be having my hair fall out.  I will call the Doc. today and get something different.  I just hope it grows back."
"atenolol oral","Tenormin","I AM SUPPOSE TO TAKE THIS PILL 2X'S A DAY BUT HAVE'NT STARTED YET. WHAT IF MY INSURANCE IS CANCELLED AND I HAVE TO STOP TAKING THEM. ALL OF A SUDDEN. "
"User Reviews & Ratings - atenolol oral","Tenormin","Fifteen years ago I experienced sudden rapid heart beat accompanied with dizziness and instant headache.  I was diagnosed with P.A.T. and given a prescription for Atenol even though my BP was low.  It worked for the P.A.T. so I continued taking it.  Last summer I started getting dizzy spells several times a day.  Then one day I woke up on the bathroom floor.  I had fainted.  I stopped taking the drug and the dizziness went away.  I went back to the doctor that had prescribed the Atenol and told him the story.  He told me to NOT go off the meds...said to go home and take one right away.  I did and I again passed out.  I'm never going to take another one and I'm not going back to that heart doctor that wanted me to stay on this dangerous drug.  It was scary especially when I was driving.  I could just as easily passed out in my car."
"atenolol oral","Tenormin","Weight gaid and fatigue"
"atenolol oral","Tenormin","I have very cold hands and feet, sometimes all the way to my elbows and knees. I am so tired and dizzy. I have moderate asthma which it doesn't seem any worse. I'm on 50 mg a day. I'm depressed since starting this. I have no interest in sex now. I need to try something else I think. It slows my svt but the side effects suck."
"atenolol oral","Tenormin","My doctor did not have on his list of problems when I started seeing him Psorisis.  When I received the medication from CVS, they did not have a warning that if you had Psorisis, you should not take the medication.  I became so sick using it.  I finally Googled the medication and that is when I learned I shouldn't be using it.  I missed work, was full of pain, I couldn't even hardly make it from the couch to the bathroom I was so sick.  Be careful of this medication if you have Psorisis!  "
"User Reviews & Ratings - atenolol oral","Tenormin","I'm 30 years old. First started taking this med in Jan of 07 for HBP.  It was 25mg twice daily.  My blood pressure stayed high so the dose was upped to 50mg twice daily.  At first my breathing was effected but that soon went away.  I like to exercise, so in the beginning I took one and went to the gym and I couldn't do anything without getting real tired and I realized it was the medicine.  The doctor told me to exercise, so what I do now is that I don't take the med before exercising but take it after, I take green tea pills for energy before exercising.  I get the occasional bad dreams and the numbness in toes, blood pressure still kind of high but that's because I need to change my eating habits, but overall it's been effective for me.  "
"atenolol oral","Tenormin","my husband has become dizzy and has a low heart rate"
"atenolol oral","Tenormin","It relieves all mvp but i have to use 300mg once a day(usually in the morning,but even at a low dose it causes ed.
I tryed the new ed drugs and they do nothing for the ed."
"atenolol oral","Tenormin","I've been taking this drug along with Diovan and my lower back was killing me. Stopped both and back pain went away. Didn't know about the hair loss but maybe that is why my hair is getting so thin.  I thought it was aging that was causing it.  Back to the Dr. although they get upset when I say I won't continue to take a drug becasue of the side effects.  Anyone know of a drug that won't make you cough, cause lower back pain or hair loss, won't make you dizzy or cause you to gain weight?  And, it lowers your blood pressure.  I've been on several and they all have too many side effects."
"atenolol oral","Tenormin","Have asked to go off this med. because of severe hair loss. After reading others side effects I wonder about the swollen and painful feet and ankles I've had for many years while taking this med.? "
"User Reviews & Ratings - atenolol oral","Tenormin","Taken 3+ years.  Works fine, but occasionally feel weak and faint upon standing."
"atenolol oral","Tenormin","seeing stars early in the day"
"atenolol oral","Tenormin","low hr-in fotties-taken for 7 yrs
50mg"
"User Reviews & Ratings - atenolol oral","Tenormin","I wished i would of read these comments earlier,It would of helped me all this time i have been wondering about all these side affects i didnt know they were all from the medicine. I have had hair loss,cold hands and feet, at times very swollen feet and ankles,leg pain, very tired and sleepy and i dont know if its the medicine but at the time i started taken it i also started getting vericoast veins all over my leggs real bad. Has anyone else? And also lost of sex drive has been a side affect.But the medicine has helped alot i have tried 3 other meds. before this one and i have alot of side affects but it does also help alot.     "
"atenolol oral","Tenormin","Compared to side effects I've suffered from other drugs, this drug has little to no side effects for me. Its long term use has not produced any problems that I am aware of. Best of all, Its only $4 for 30 tabs at WalMart. "
"atenolol oral","Tenormin","sometimes my heart rate will just go up and Im doing nothing but sitting down.The other day I had a drink of welchers non alcoholic wine and my heart rate just went up like I had been running"
"atenolol oral","Tenormin","This beta blocker is documented for producing high blood glucose (diabetes), clinical depression, serious rise in cholesterol (more heart attacks), chronic insomnia (2 hrs. sleep per night), lose of appetite & loss of metabolism (gained 60 lbs.) I suffered ALL the irreversible negative effects and my life is ruined forever.  There are too many other less dangerous choices - find a doctor who will listen to you; mine refused and now it's too late. "
"atenolol oral","Tenormin","Works perfectly maintaining a normal blood pressure. No side effects noticed."
"User Reviews & Ratings - atenolol oral","Tenormin","Taking with lisprinesil works alone but better with lisprinesil"
"atenolol oral","Tenormin","I just started this on Monday 11 2010 it has lowed it by 32 points O.K. Yah!!!"
"atenolol oral","Tenormin","its poopy"
"atenolol oral","Tenormin","Started 5 weeks ago 25 mg. for PVCs.  Controlled them well, but the side effects are horrible; weird tremors in my chest when falling asleep or awakening, headaches, flushing face, dizziness, dry mouth, tired all the time, no exercise tolerance, odd aches, anxiety, vision disturbed, and pains and nightmares - It's been a real picnic.  Need to try something else."
"User Reviews & Ratings - atenolol oral","Tenormin","it caused hair loss for me"
"atenolol oral","Tenormin","fingers and feet are cold to the touch/feet swell so badly and crack at botton that i can not walk at night and leg muscles at cramping/i am diebetic"
"User Reviews & Ratings - atenolol oral","Tenormin","I've been using for about 5 years along with a HTCZ ( water pill) and it has brought my blood pressure down"
"atenolol oral","Tenormin","The only complaint that I have is that I get a hacking cough when I get when I get a new prescription.  It usually goes away in about one month."
"atenolol oral","Tenormin","My heart-rate would increase suddenly even without activity to 220 bpm.  Now I feel a lot better and not scared to be active."
"atenolol oral","Tenormin","I have been on this med for 1 year but was put on it with HCTZ (water pill). It worked great for the 1 year until my Dr took me off the HCTZ.  Now my BP will not stay below 170/100. I think I know whats best for my body.  Why don't they listen to us.  I was taken a potassium wveryday and felt great.  Now I have headaches, ringing ears and tingling hands and fingers and purple toes. I am changing dr's this week and see if they will listen to me.  Was on Sular and that was bad too."
"atenolol oral","Tenormin","I have been taking it for 3 years, but the last 18 months my fingers get a numbness and turn yellowish"
"User Reviews & Ratings - atenolol oral","Tenormin","to early to tell"
"atenolol oral","Tenormin","I have had no fast heart beat sence taking this durg"
"atenolol oral","Tenormin","experienced extreme hair loss, dry skin to the point of cracking/bleeding, nail growth decreased and peeling of nails.  "
"User Reviews & Ratings - atenolol oral","Tenormin","I have less migranes and the severity of the pain is much less."
"atenolol oral","Tenormin","been on this drug for 9 years. keeps my blood pressure down. easy to take. just read all the possible side effects, and didnot relize there were so many. now i read about all meds i take."
"User Reviews & Ratings - atenolol oral","Tenormin","it has decreased palpitations and removed chest discomfort"
"atenolol oral","Tenormin","My blood pressure is still elevated."
"atenolol oral","Tenormin","Decreased irratic heart beats, but too many serious side effects.  Ran my blood pressure up. Blood lab report reveals severe deficiency in Vitamin D. "
"atenolol oral","Tenormin","I started taking atenolol in '92 for my WPW. After my 1st ablation I continued taking it. I just had my 2nd ablation and now my WPW is over. I no longer suffer from rapid heart beat. The dr. told me I can continue if I want since I've been on it for so long. I do have blurry vision (not too bad) and that may be due to also taking Ativan for anxiety. Atenolol is a great drug and it's cheap and very effective."
"User Reviews & Ratings - atenolol oral","Tenormin","I'm a 27 yo male who takes Atenolol 50mg as a beta blocker for job interviews, dates, and presentations.  It keeps my heart rate from skyrocketing.  If it's a really big interview (or VERY attractive girl) I'll take one the night before and one a few hours before the event.  I don't take it daily, only on days I think I'll need it.   "
"atenolol oral","Tenormin","i dont have

"
"atenolol oral","Tenormin","I have taken this drug for over a year and it has not done anything for me except make me lightheaded and drowsy all the time because of low blood pressure.  I constantly have palpitations so I don't think this drug is working for me at all even though I take 50mg BID. "
"atenolol oral","Tenormin","It is still early into my treatment with this medication, therefore I am not sure if this is the right way to go. I need to have further tests to find out how much damage there is to my heart."
"User Reviews & Ratings - atenolol oral","Tenormin","I don't know cos my doc has changed my medicine to Amlodipine 5 mg & Perindopril 4 mg."
"atenolol oral","Tenormin","I take atenolol as needed for rapid heartbeat and anxiety (due to Hashimoto's Thyroiditis).  It works wonderfully for me.  "
"atenolol oral","Tenormin","bleeding, hair lost, also burning in thorth 
repor to my doctor"
"atenolol oral","Tenormin","Started taking for high blood pressure after coming of lisinopril and experiencing chronic dry cough.  Blood pressure is under control but it was never that bad.I still have the cough and some digestive problems, as well as all of the other side effects with the exception of hair loss. "
"User Reviews & Ratings - atenolol oral","Tenormin","It has helped me in so many ways. Lowers my BP also helped my anxiety. I take other meds for anxiety but have been on them for years and noticed when i started the atenolol some of my anxious feelings got better. It has also helped my chest pain."
"atenolol oral","Tenormin","This medication made me drowsy and extremely weak,and while taking this drug I had no appetite what so ever."
"atenolol oral","Tenormin","Something not listed in the rare side-effects was that this medication can, without warning, cause a sudden drop in blood-sugar.  I, for one, suffered this after a few years of use.  It was my doctor who reasearched and suggested this may be the cause.  Once off the medication my symptoms completely disappeared."
"atenolol oral","Tenormin","I took this drug for a short time, my max was 4/day. I was at 4 by noon.  It really didn't do much, switched to Metoprolol and it works much better for arrhythmia."
"User Reviews & Ratings - atenolol oral","Tenormin","I felt fine, but my doc said that my pulse was way too low on it. So I am off any BP med for the time being."
"atenolol oral","Tenormin","nondescript"
"atenolol oral","Tenormin","I AM CONCERNED WITH THE FACT THAT I HAVE DIABETIES TYPE 2 & AM TAKING METFORMIN & GLYBURIDE & WHEN I READ ABOUT ATENOLOL IT SAYS NOT TO TAKE THIS MEDS.I ALSO TAKE PLAVIX.I ONLY HAD RAPID HEART BEAT WHICH IT HAS HELPED.
THANKS
KAREN "
"atenolol oral","Tenormin","Cold hands and feet, very tired and lethargic. Dizzy and sometimes nauseous if bp TOO LOW. Achy joints and my digestion is a little weird; but it does keep my bp somewhat steady and has slowed down my racing heart. What else can i ask for world peace?! I guess ill take the good w/the bad i guess! Ps- Forget sex!"
"User Reviews & Ratings - atenolol oral","Tenormin","its making me tired all the time"
"atenolol oral","Tenormin","I was prescribed 50 mg. 2 days ago - The next I was off it.  My throat started to swell and it was difficult to swallow.  I had pain in my back and left side.  My neck appeared RED and spots on my left forearm.  Been off it one day and I feel great.  Dr. switch to another B/P medication today. This is my 3rd try on B/P Medication.  After this I/m done with them all.  I will eat better and excerise more. I don't smoke or drink alcohol.  "
"atenolol oral","Tenormin","I have been taking this drug for about 10 years and it has helped me a lot. "
"atenolol oral","Tenormin","I suffer anxiety and I've wondering if this med is really right for me. My BP is not really controlled. I take (2) 50mg of it per day on top of another BPmed. I wish I had known it was a blocker. I am concerned."
"atenolol oral","Tenormin","25 mg. Atenolol was prescribed for my somewhat high blood pressure (130's/80's), and because I was having PVC's (Premature Ventricular Contractions) as well as some anxiety in my life.  I took medications for about 3 weeks and stopped yesterday.  I was still having some PVC's (not as many as before), but it did not lower my blood pressure, and I became very tired.  My blood pressure was actually higher than before I took drug (150's/90's), and I was starting to develop cough.  Since I've been off it, my pressure is back to where it was before.  The PVC's don't seem to be as frequent right now.  Hopefully exercising and eating better will help these problems.   "
"User Reviews & Ratings - atenolol oral","Tenormin","No side effects in ten years of taking this"
"atenolol oral","Tenormin","The drug made me extremely dizzy the first week but after that I was fine. It has not lowered my blood pressure enough so I am going to have to go back to the Dr. "
"atenolol oral","Tenormin","While taking this med, it has caused back spasm (between the shoulder blades, it has done nothing to bring my b/p down one bit."
"atenolol oral","Tenormin","severe depression. suicidal. "
"User Reviews & Ratings - atenolol oral","Tenormin","PAT's
A life saver in the beginning. Now My heart is just too slow. Making BP too Low, tired, Slow over all even in thinking! Pro's and Con's."
"atenolol oral","Tenormin","My doctor prescribed this for me when my BP was so high, it scared him. I've been taking the same dose now for over 18 years, and it keeps my BP down to 115/75 routinely.
Minimal side effects (muscle weakness)when I first started using it, but that went away and my life returned to a normal one. I would agree that if your doctor suggests this for you, that you give it a try."
"atenolol oral","Tenormin","I have done well with the medications, But i question if its making my hair theen out"
"User Reviews & Ratings - atenolol oral","Tenormin","I have been on this medication for 2 months now, keeping blood pressure down, and I feel so much better."
"atenolol oral","Tenormin","Doctor put me on this when my BP went to 220/120.  Been on it for 3 weeks, BP has come down somewhat and seems to have deterred the heart attack I was having.  Lots of side effects, but I'm sticking with it to see if it saves my life.  I'll report back after a period of time and comment on it's effectiveness."
"atenolol oral","Tenormin","just started yrsterday"
"atenolol oral","Tenormin","one pill made my pressure too low, so cut it in half and that seems to be working. No more problems so far."
"atenolol oral","Tenormin","Atenolol has kept my 175/115 bp, at 120/75 for 14 years, with no change in dosage."
"User Reviews & Ratings - atenolol oral","Tenormin","I have taken this medication for 7 years with no side effects and it lowered my pressure right away and has for the past 7 years"
"atenolol oral","Tenormin","I have psoriasis, should I be taking atenolol?"
"atenolol oral","Tenormin","Medicine was prescribed for  prevention of migraine associated with pre-menopause.  I have read what others have written and now understand that my lowered sex drive and 50 lb. weight gain is probably due to this medicine.  Thank you, WebMD for this very valuable service.  I will change this medicine asap!"
"atenolol oral","Tenormin","Lost sex drive -- very sad."
"User Reviews & Ratings - atenolol oral","Tenormin","I am told to take this medication to slow down my pulse. I get these episodes of A-Fib, like shaking of the heart.It takes 4-8 hours to come back to normal. I have had major surgery (removal of kidney)
4-weeks ago and no A-Fibs during or after the operation. Perfect ECG's. However , taking this pill did / does not eliminate the A-Fib, neither does blood thinner. So, why am I taking this medication?"
"atenolol oral","Tenormin","I had been on this med for approx. 6 years and the med is effective. The side effect for me is WEIGHT GAIN.  I have gain 50 lbs since taking this med.  I decide to switch to other meds, but have not found one with less side effects.  "
"atenolol oral","Tenormin","Cold hands, cold feet but is this the reason for hair loss?"
"atenolol oral","Tenormin","I'v had a mostly positive experience so far.  Blood pressure is reduced, I feel calmer, no headaches (including migraines) at all.  The only bad thing I've experienced so far is a dull, tired achiness in my legs.  I've only been on this med for about three weeks and it started a week ago.  My legs don't ache when I get up in the morning but start aching within a few hours.  Going back to the doctor in a week and will talk to him about it.  I'm hoping this will ease up after my body has more time to adjust to this medication.    "
"User Reviews & Ratings - atenolol oral","Tenormin","i have been having joint and muscle pain could this be the cause?
"
"atenolol oral","Tenormin","I have been taking this medication for over 7 years.  Laterly I have developed a dry cough?  Has anyone else experienced this side effect after taking it for a long period of time?  Thanks!"
"atenolol oral","Tenormin","i have taken it over 5 years 25 mg, now im taken 100 mg"
"atenolol oral","Tenormin","When I was first prescribed atenolol, I felt a little light headed for the first few days but that side effect went away very quickly. However, my sexual desire descreased dramtically!!"
"atenolol oral","Tenormin","I have been taking this medicine for over 12 years.  It keeps my pressure normal most of the time and helps with prevention of migraine headaches."
"User Reviews & Ratings - atenolol oral","Tenormin","I have on this drug for the past 14 years and have no problem of a serious nature. The drug goes well with me"
"atenolol oral","Tenormin","May have had a reaction while taking it with orangr juice and grapefruit. "
"atenolol oral","Tenormin","appears to lower BP...is my hbp due to illness?  or side effect from other drugs?  and how do you tell the difference! have been on this 1 year."
"atenolol oral","Tenormin","dr went from 25 mg to 100mg,  thought i was dying. went into bradycardia heart rate of 38 and ended up in the er.  Sure it lowered the BP but high BP is better than none."
"atenolol oral","Tenormin","I have been on atenlol for 5 years and have had good experiences with lowering b.p. except the horrible side effects:no sex drive,tired, cold hands and feet. Now in the last year extreme hair loss, weight gain,brain fog,and dizzy even when sitting.Was on 50mg for the first 3 years, now on 25mg. I am weaning off this and have recently joined the ymca.I have changed diet too. We all need to find a holistic remedy and eat right and excercise! I want my LIFE BACK!!!"
"User Reviews & Ratings - atenolol oral","Tenormin","taken for 1 yr started with 25mg now 50mg and seem to be doing good and no moments of irregular beats at bedtime. no high bloodpressure ever pressent sense this started, in fact the Dr. is worried he will drop it low."
"atenolol oral","Tenormin","i have just recently started this medication, being on it for 3 weeks."
"atenolol oral","Tenormin","It has not controlled my BP. I have used natural substances to help but only temporary fix. Recently I have developed bradycardia,rate 45, with an elevated BP  140/103."
"atenolol oral","Tenormin","I am on a minimal dose of 25mg and lowers bp to 115/64 or lower & lowers heart rate.
Side effects are minimal & sex drive is OK.
Do watch your alcohol intake you just can't drink more than 2 drinks or you WILL feel it.
Helps me excercise comfortably but don't try and get to your target heart rate, you will cripple yourself!!
Nice side affect is that I have lost my stage fright as a concert cellist you simply don't get that nervous."
"atenolol oral","Tenormin","The only problem I have are crazy dreams"
"User Reviews & Ratings - atenolol oral","Tenormin","This medication is great! I was experiencing rapid heart beat and my doctor prescribed this.  It is very effective and have not had any adverse side effects from it."
"atenolol oral","Tenormin","I began to take Atenolol approx. 4-5 years ago and it has helped me TREMENDOUSLY!!!The first bloodpressure med. my doctor gave me as too strong. I changed doctors and am still with this doctor who prescribed Atenolol. It works very well for me. I am so happy I changed doctors. Always ask questions and DON'T be afraid to ask.This is your life you're fighting for.
MJ.....Atlanta, GA"
"atenolol oral","Tenormin","This medication does control my blood pressure
but it makes me dissy and sleepy most of the time."
"atenolol oral","Tenormin","I am concerned about swelling  and joint pain.  Has anyone else had this issue."
"atenolol oral","Tenormin","Has anyone had numbness of the toes. Mine just started to do this and I have been on the pill 3 years now"
"User Reviews & Ratings - atenolol oral","Tenormin","INR has decreased to unacceptable levels"
"atenolol oral","Tenormin","Limited effectiveness.  Still have high pressure. Also some anmgina pain."
"atenolol oral","Tenormin","Exteme alopecia caused from this drug. Hair
loss started shortly after starting prescription. "
"atenolol oral","Tenormin","No problems"
"User Reviews & Ratings - atenolol oral","Tenormin","very satisfied."
"atenolol oral","Tenormin","The atenolo gave me cold hands and nose. Even half of the 25mg gave me discomforts. So the doctor took me off the pill."
"atenolol oral","Tenormin","I have been taking this med for a little more than 2 years now and my blood pressure has been just a bit above normal. It also reduced my heart rate which was higher than normal before taking this med. I have had no side effects from taking it."
"User Reviews & Ratings - atenolol oral","Tenormin","I have had a very good experience with this treatment."
"atenolol oral","Tenormin","This drug has worked great for me since my Heart Attack 6 years ago"
"atenolol oral","Tenormin","I have been taking Atenolol for over a month now. I like it because I have had absolutely NO side effects to it.  However, I started on 20mg and am now on 50mg and it hasn't lowered my blood pressure yet.  The dr is giving it 1 more month before she decides what to do.  "
"atenolol oral","Tenormin","I used to get migraines monthly or more often. I now go sometimes a year without one."
"User Reviews & Ratings - atenolol oral","Tenormin","i have been on te meds for 4 days now and i hate it i cant sleep my heart beat is slow only 47 beats a minute and blood pressure has gone down but the trouble sleeping and cant drink beer anymore this med is terrable for me i hate the way it maks me feel and my doctor says i just have to let it adjust to my body well i feel like shit so far "
"atenolol oral","Tenormin","i've been taking it  for a week, im still kind of lightheaded, how long is the adjustment period im taking only 25mg qd"
"atenolol oral","Tenormin","My heart rate has come down, but my blood pressure still remains high, after a brief period of lower readings.                  "
"User Reviews & Ratings - atenolol oral","Tenormin","I've been taking this medication for 4 years. No side effects."
"atenolol oral","Tenormin","beeb taking this for 20 years this does the job with no side effects."
"atenolol oral","Tenormin","Low RBC with fainting spells, tremors, dizziness, "
"atenolol oral","Tenormin","After two years, it made me impotent. Switched to lisinopril. It took 2 more years to start bouncing back without e.d. medication. I have never fully recovered."
"User Reviews & Ratings - atenolol oral","Tenormin","I was having PVC's and was found to have high blood preasure during a procedure.  I am not really sure why they chose this drug. "
"atenolol oral","Tenormin","been taking 15o mgs daily for three years down from 200. lowers pulse and bp. take immediatly in am. after 10 mins pulse returns to normal. causes fatigue and dizziness and sometimes cold fingers"
"atenolol oral","Tenormin","use of Atenolol 25 mg dialy reduse  heart rate from 98 rer min to 78 per min and reduse chest pain "
"User Reviews & Ratings - atenolol oral","Tenormin","Really can't comment.  Not enougt info."
"atenolol oral","Tenormin","really good medicine for high blood presure"
"atenolol oral","Tenormin","I had a head ache all day every day until this drug got into my blood stream. In have have any all day head aches sence."
"atenolol oral","Tenormin","been taking since 05,50mg daily, hair loss extreme,sex forget it,now legs numbness & tingling (right side mostly).notice swallowing hard sometimes.I have tried to ween myself off this stuff but cannot seem to quit. Feel very bad if I try that. But I want off, there are plenty of BP meds.THIS HAIR LOSS THING TO MUCH AS WELL. BEWARE ! Plus my BP in addition to clonidine fluctuates to much."
"User Reviews & Ratings - atenolol oral","Tenormin","After being on it coupled with Tenoretic for a couple of years it helped my high blood pressure well enough but this last march and april started having problems with my asthma. My doctor took me off of it but failed to wean me off of it. With-in a week I ended up in the ER with chest pains and ended up staying overnight. A couple of weeks later ended up back in ER with a irregular and rapid heart rate at time of 190+ beats per minute. That doctor placed me back on the atenolol at twice the dosage I was taking before but I am still having problems with fluttering in my chest/lower throat and am having problems with my lungs feeling raw when I am walking in cooler temps (it appears to be getting worse/more frequent even in warmer temps). would really like to get off of it but am afraid of possibly having a heart attack. Never had these problems before I started taking it. Would never have started taking it I had known about the danger of stopping it. "
"atenolol oral","Tenormin","HAve been taking the med for 8-10 yrs for high blood pressure. No side effects, does the job!!"
"atenolol oral","Tenormin","lowered my blood ressure and reduced my heart rate."
"atenolol oral","Tenormin","It works for my high bp, but it takes away from my sex drive"
"User Reviews & Ratings - atenolol oral","Tenormin","brought down b.p. but twice daily dosage is keeping me in a very tired and sluggish state."
"atenolol oral","Tenormin","I took this med for 2 weeks and the side effects were terrible.  It lowered my BP to 101/62.  I have been extremely tired and have Nausea and extreme dizziness.  Called the doc and he told me to discontiue"
"atenolol oral","Tenormin","med lowered my bp right away. feel tired most of the time. losing some hair too. was going to try metoprolol but read bad bad things about it"
"atenolol oral","Tenormin","Started taking this med. 2 yrs. ago. Went on 100 mg. (bp was 183/128) & taking duretic. Lost 20 lbs., now down to 50 mg. (bp 110/74). Has worked wonders for me! Makes me tired, but helps lower my heart rate & makes me feel calmer. Hope to get off of eventually, after more weight loss, but runs in family. :("
"atenolol oral","Tenormin","This medication is very effective in lowering my pulse and blood pressure. I have been taking the medication for over 6 years with no problems at all"
"User Reviews & Ratings - atenolol oral","Tenormin","realy cant tell if its working I'm very tired and everything aches must give it more time i guess"
"atenolol oral","Tenormin","WAS ON INDERAL ADN LISENOPRIL.......NO ENERGY....SINCE SWITCHING ENERGY IS BACK TO NORMAL......STILL HAVE FATGUED LEGS THOUGH AT TIMES......."
"atenolol oral","Tenormin","I had at the beginning some problems with erection.  But now i'm ok.  I take it at bedtime.  If i'm planning to have sex or masturbate I take it after I finish.  Since i've been taking it, my blood pressure been fine."
"atenolol oral","Tenormin","Take this med. w Amlodipine.  Works very well, no side effects. Can I tell everyone to have a home blood pressure monitor, use it 2x a day and take results w/you to the MD.  Get blood tests 4x yr in 1st year.  Phone in any side effects/BD changes to MD. SPEAK UP FOR YOURSELF!  MD is busy but they have med. techs who can help you.  If the MD ignores you find another MD and tell the first one why you leaving and march in and demand all your records for your new MD.  See if they have a Web site and perhaps you can enter a complaint. Actually, I have found that as age my MD finds my ""take charge of yourself"" mindset refreshing.  She does not have to keep ""fishing around"" for the info she needs!  Come prepared, write down all your concerns/questions, if you are very ill, try to keep a daily log or do the best you can to provide all possible information when you get to see your Doctor.  "
"User Reviews & Ratings - atenolol oral","Tenormin","i lik how the medicine works on my rapid heartbeat,highblood pressure and headaches. but i don't like the way i mysteriously gained alot of weight since i""ve been on it. for i yr. i gained 100 pounds.how can you stop this. the doctor doesn't believe its the cause. but i think it has something to do with it. i'm miserable."
"atenolol oral","Tenormin","Have been taking this for 3 months and feel a difference.  With more physical activity and watching my salt intake, this has made me feel less heart palpitations and calmer in my demeanor."
"atenolol oral","Tenormin","I have been on this medication for years for rapid heat beat & high blood pressure.  Dosage amounts have varied but has always kept me stable. I have never experienced any side effects.   "
"atenolol oral","Tenormin","some times it work and some time it doesn't."
"atenolol oral","Tenormin","Been taking Atenolol for about 5 yrs. Once my body regulated & adjusted to it, my constant sticky sweats, night sweats, blurred vision all subsided. I have forgotten to take ( like for about a month ) all symptoms started again. When I started again my skin became extremely irritated, rashes, etc... and painful to the touch, but all the other symptoms started going away again, and I feel all around much better while taking it regularly. My bp is still high, but it the lowest it's been in years and it,s considered low or norm for me. At least it's now a consistant average. "
"User Reviews & Ratings - atenolol oral","Tenormin","Worked well for tachycardia."
"atenolol oral","Tenormin","it is a goodone no side effects"
"atenolol oral","Tenormin","how long does it take for this medicine to kick in"
"atenolol oral","Tenormin","my blood pressure on this med is below 120/80 95% of the time"
"User Reviews & Ratings - atenolol oral","Tenormin","I've been taking this med for over 5 yrs. and it has helped a lot. My BP has been 120/80. Sometime lower. I have my days where it's high, but not often. However I have no sex drive. I informed my doctor about this and she says this is normal. It's really starting to effect my marriage. I BP is GREAT! But my sex drive went BYE-BYE!!!"
"atenolol oral","Tenormin","After taking Atenolol for over 2 weeks now, my BP is still very high. I used to take Diovan 160mg together with it but my doctor told me that Atenolol 50mg is just fine. "
